label,text
0, yahhh it only took you minuteeee whereas i keep forgettin to refresh my page 
0, apparently the official word is archived how sad 
4, you guys are too cute together love the pic you are soo photogenic esp in your profile pic love you hun 
4, okies evenings are good i m free any day except wednesday and saturday 
4, thanks bro i think it was a few of our late night dubai chats that gave me the kick in the bum i needed to do all this 
4,trying out thesixtyone com a new spin on unsigned music discovery spare a heart 
4, that was one of my favorite albums when i was in college hot dog flavored water baby 
0,is sad that her boyfriend isnt coming to see her dance tomorrow 
0, it will be lk ths nxt week no playdate us day tho dante woke up w bad pain in ear has ear infect 
0,experiencing massive fail right now wish i d planned this weekend so much better 
4,at plaza with the fam 
0,cleaning boo 
0, same deal with my wife i feel bad but i had to leave her with my mother i couldn t cancel my shoot today 
0,i want to be a photographer on a journalism team at twicon but i don t have a good enough camera 
0,only book left to go 
4, yes i did but somehow they always seem to find me it s your fault xd heyyyy you should meet me somewhere if you can 
4,was just talking today about how i don t use this very often let s see when tye will comment back 
0,plans for tomorrow watch doctor who work out at gym play some sims and read physics stuff 
4,i read some of the screwtape letters last night and i love it so far it really makes me think 
0,just found out my girlfriends cheating ouch 
0,i am absolutely disgusted 
4, is there an extra prize if i get some 
4, i kinda figured it was one of you two music you boys are the twitter freaks hi 
4, bitchin sense of humour 
0, having a shitty day 
0,watching dvred unwrapped and wishing i had stopped at azalea for a funnel cake 
0, no idea mate a bunch of guys i sent the same invite to have joined already from the dm might have to wait though 
4, sure will i m wearing pants that look like the chicago white sox team pants haha
0, but i had tacos yesterday why didn t anyone tell me i m always left out of the loop 
4, my twitter has been broken so i just now saw your comment enjoy the sunlight 
0,i have a dead i pod and no way to revive it there s no way i m sitting on a hour plane flight without music 
4,at the hospital with babies smiling and whispering around me 
4, i didn t see it either was asleep but there s video up on yt and the hugs they rocked 
0,i m so bored i m going to read some book but i can t decide which 
4, hope it helps i still need to get back to you i will soon k 
4,sleepover with laura 
0, thanks honey i think i d rather have the bumpy ride than the headache ive been having more since the increase in meds 
0,i guess this is it 
4, yay i get to go on vacation w corey 
4, your welcome 
4,yay flute people did mail me back but got lost in our corporate spam filter monster buying a new flute in less than two weeks 
0,i think i may have actually damaged my wrist the other night beating up frost it hasn t quite been the same since 
0, im jelous you have the gs 
0,home from dr s office going to rest before i go to work in a bit
4,i got my tounge pierced 
4, hmmm ill talk to the powers that be and see if and where they want to send me 
0,super tired from workout ready for tv and food sorry cavaliers 
0, i tried idk where it went maybe its dead i had to use my gk shirt to attempt to kill it 
0,tom don t talk with me i m bad 
0, trying to come to the tour having trouble with tickets 
4,if you use the washing ball from biocera your clothes will come out soft and clean if you re interested check out 
4, she just a drama queen we all know u did a great job al 
0, bugger he got the answer wrong and is gone 
0, i hate being so indecisive 
0,desperately lost for my shuffle hate running with my iphone in my hand 
4, well take all the fun out of it 
0, erie twitter is failing again 
4, lol yes i think so 
0,has no plans today get at me 
0, ugh my trousers do that too and i ve never found a way to combat it it s so weird 
4, get an xbox once live is runnign with facebook twitter last fm and sky 
0,i am in serious need of a trip to wally world my fridge is lacking 
0,stupid redwings i cant even watch anymore lol im going to bedddd nighttt twitter
4, both of those would motivate me for sure 
0, i wish instead i worked on that damn classwork until midnight and by then it was too late to go out and do anything fml 
4, trying to extract from my memory what happened last night and waiting for lauren to wake up so we continue 
0, morning oh wow i m so sorry to hear about your friend and customer 
4, for sure dude hey weve been hanging out for ages anyway cool 
4, lately i ve been going through a lot at school n stuff but you ve helped me get through it thank you ily 
4, for celtic a goal from skippy celtic
0,don t you hate it when your off the next day and you forget to turn you alarm clock off then you can t sleep or is it just me 
4,emily is happy because of the new parenting plan cortney 
4, you all companied up glad you went with shapemonkey lots of possibilities with this cool name 
4, hey jessica i love you so much i watch all the time please reply and follow me too if you want 
0,fuckk this chest pain is unbearable 
0,i m wasting money t t haven t freezed my gym membership yet weeks na nasayang ko 
0,i am so bored i want jemi news ice cream 
0, tomorrow it would be the school stroll i wont go 
4, nothing wrong but i m in some kids house hijacking wireless drunk i can t vouch for anything
4,playing castlevania judgement with my bestie joanie 
0,just waking up alone again in austin tx 
4,starting the day with home brewed tim horton s 
0,i want a squirrel to climb inside my truck only not really cos a it might have rabies and b i don t got any nuts 
4, thanks 
4, my plans tweet as much as possible to build my twitpire 
0,going to bed having trouble sleeping 
0,just watched apprentice mehh its ok kat should have won x
0,i love the hyacinths daffodils that i put on my desk but now i think the pollen is starting to affect me allergies suck
0,wow its a monsoon outside i dont think ive ever heard louder rain than this before sucks when u cant sleep thru it either 
0,alternative join the army 
4,is sorting out the media fiasco again good thing i had a shakeaway or i d be panicking now 
0, thats grosssss and true also i want to see coraline
4, no tv in the bedroom so we watch the dvds on the laptop next to the bed 
4, well found you thanks to look foward to meeting you at the gcg 
0,sigh already wednesday i don t know if i have enough pots for woe and i hate farming 
0, awww thats no good 
4, as long as he s not crazy kate then he can just be hot 
4,bought my lensbaby composer last night so excited 
0, the best family pet ever now in a sun drenched fruit garden in the sky 
4, its a cool layout and its up to you if you want to start a new site it might be easier if you affie with one already
0,off to bed i miss my husband 
4,tonight was extremely fun and funny going to bed smelling like bonfire but i m excited about the first art show of the summer tomorrow 
0,nip tuck has been cancelled worst news i ve heard 
4,is grateful there is a james bond film on tonight i need the escape but i also now need a mid s lotus 
0,scheduled an appt w doc tomorrow to find out why voice still not back still coughing like i m sick boo i m ready to be done w this 
0,last day of math last night at becca s really sad 
4, aw whatchu writing the romcom script 
0,everyone s leaving nyc 
0,watching a movie at home wondering what megs in doing i miss her lol where are ya megsie 
0,doesn t want the roomies to leave for over a week i don t like being by myself 
0,i can t wait to play in leeds on my birthday i wish i was on tour though 
0,a panic attack first thing in the morning is so not what i needed 
0, and you were doing so good too 
0,way to bring me down today wasnt really expecting my grad dinner to go that way thank u to every who watched it online poput 
0,getting confuse between today and tomorrow 
0,back at the beach wish i would have seen him tonight 
4, have fun at the worplace sweetie xx
0,finally home now so hungry and now one is home 
4,blame my phone the keyboard hates me 
4, well i am all about good thoughts vibes karma so happy tweetbumpday u too 
0, i wish i think ive tapped out asking for tix for this show sorry 
4, thank you for the followfriday luv right back at you 
4, aw yea fo sho that was hella fun u awreddy kno i love all u guys can t wait for tomorrow yee 
4, i love the shapeshifters 
0, sigh what to say to him 
4,the statue 
0,leaving nyc without my iphone typing from my computer in the back of a cab car sick ha 
0, wahlberg nk dancers are amazing and talented i applaud those girls for a great job i don t think many give them credit 
0,ariella arguing with mum again she s being so unfair it s hard to listen to 
0,needs more sleep hazily washed my hair in exfoliating facial wash this morning not a good start to the day 
4,still trying to figure out twitter why am i doing this i must be crazy lol 
0,watched step up again wish i could dance 
4,the vinyl revival the resurrection of sound a must read for all true music lovers somewhere out there imho 
4,evidently my sister rachel is a karoke queen 
0,i shame the name of female lol alright shower then sleep then get up in like hours 
4, i sure will whatchu doing this wkend 
4,wants to be in la la land mtl sucks right now 
0, i got my second rate increase notice in a matter of months 
0,i had to walk to my gradmothers house because my car broke down in town finally got home after a while 
4,have a gig in northampton at the racehorse tmw night 
0, sigh 
0,late weigh in plus wearing heavier clothes in any case st lbs lb gain looks like i didn t get away with it 
4, yay i made a picture of robots on paint it was fun pretty colors 
4, rofl that made me laugh out loud thanks for that 
0,wow another cloudy rainy slightly cold day luckily for us we ve got plenty of wood bricks for the stove and alas felix s funnel on 
0,the side effects of exercise and allergies combined feel a lot like the flu but i know it s not 
0, morning bruce hope all is well i overlayed ring me when you re up love you xxx
0,i may be going to la on the rd sigh 
0,twitterfox why do you never come up in the st window i open why must you crash my browser after i find you when changing btwn accts 
0,so ima cry i hate living here so fecking much 
4,graduation practice 
0,i have three hours to do my hair and it still won t be straight 
0, oh noooo i failed my nd test on manoevres when some kid walked in front of me doing reverse park bad times 
4, ok i m on php net from early time i ll take a look and give it a try ty reda 
4,sitting in the office and thinking of last night hot sexy satisfying good sexy start in the morning grin now the day can come 
4, you make my day at work i love you 
4, yeahhhhhhhh boyyyyyyyyyyy also excited about mew transfromerssssss
0,i at last graduated from high school but i don t know should i be happy i graduated with average grades 
4, however i may be blown away in june by the new iphone and eat my words totally i ve still yet to take the smartphone plunge
0,back from the uni feel tired and hungry should i sleep or cook 
0,unimpressed with today but enjoying the sunshine and livin life homies 
4,oh yeah spread some love twitterkins this planet needs it 
0,rewinding film in lca felt rewound so opened back it wasn t then it jammed looking at negs think only lost couple of shots tho 
0,mary still hates me she stiilll hasnt answer me 
0, and you re the most popular bunny sure i ll vote for you could you pls try to help vote me out of pg 
4, where do i vote for you for the mtv awards 
0, awwwwh you are indeed honoured i have to admit i am slightly jealous of you right now i want a kitty on my lap 
4,baack and now relaxing gunna watch gossip girl or something else 
4, but i will make it up to you with paddle sanding and a hike sometime this week if you like prev am 
0,time for me to get up its only tuesday 
4,successful bbq last night thx guests who made it so in pretty good shape considering ah i feel fantastic 
0,english homework again whyy so much from one subject
4,currently deciding how to spend this perfect day 
0,is out of pepsi 
0,emagod i just remembered mmrw im going hv physics pre test hvnt known bout it well 
0,is probably going to the doctor tomorrow my back hurts so bad 
4,follow friday if you follow me i ll follow you back i like dyslexic cows oom tgif national doughnut termina 
0,hermes watch friend family off or should not 
4,going to visit alaina because i reeeeeally don t wanna be here anymore plus i m hungry 
0, whoa kb s the worst part for us is we are paying for uncapped all that means is they won t tell us what the cap it
4, i try to be kind to all those who convert 
0,just found out my scion is a total loss vehicle from the last hail storm last week my poor scion fb 
0,this is way to early to start school in my opinion it starts am and i didn t get a chance to give markus a hug before i left 
0, yes we saw it thursday and there was no one in the theatre i thought it was gonna suck but oh my it was so good 
4,i m in loooove with the jonas brothers duh 
0,i forgot i had a twitter account uh summer s awesome so far no work no money though how s your may been 
0,at this point i can already say that my summer vacation is almost overrrrrr 
4, yes it was 
4,pooped once more 
0, from what i am seeing it is some horrible person using the hoobastank name probably a fraud 
0, you don t like them 
0, so pleased that the summit is going worldwide so sad i cannot make the uk one i have a concert that night 
4,texting my tweets to twitter all weekend now i finally get to read everyone elses lol you guys are funny 
4,massage wanted 
0, oh girl nothing real i wanted us to hang out some more lol
0, i can t listen to music at work i probably could try but then i ll have to start hunting for a new job on monday 
4, it s ok i mean it was bound to happen sooner or later 
0,where are you 
4, hey donnie i was at the sb la and house of blues they were all amazing cant wait til concord 
4,this wasn t a lame day afterall had fun on the last period a while ago but too bad we already got assignments pffff 
4, i choose very wisely on the good i do when certain people are socially abusive and don t reciprocate with others 
0,just got a denied letter from bazaar bizarre sad i was looking forward to a road trip to be a vendor there 
4,is skipping along to yet another mad party what is so good about sept that there are so many june babies 
0, stop tweeting like that it forces me to do a work out too 
0, yeah likewise but got nowt ready clothes wise busy day for me tomorrow
4, allergy again today and wind turned o humid south from dry north but otherwise nice have last row of shawl to do 
4, if you like trippy ridiculous stuff really it s very clever i do like it not an all time fave 
0, just now apparently he announced it at the race i am so sad right now 
0, aww really it sucks i hate it when people do it its frustrating grrr well i m still following you y love you x
4,jonas brothers are a trending topic awesome 
4, have fun guys can t wait for ctttt
4, b but i like surprises they make me happy 
4,almost in new york city 
4, thats monday 
4, some say he had phone sex with russel brand s answer machine sorry top gear is on 
0,did i really just jump and scream at my own shadow yes i did 
0,unfortunate concentration of things i could relate to in an ep of lewis i m all out of chocolate but don t want to put on day clothes 
4,a quote from sir winston churchill i am an optimist it does not seem too much use being anything else have a happy monday 
4, thank you for that quick support 
4,everyone should wish a happy birthday and tell her to get better 
0,because im in san diego and they are in brawley 
4,boy is it hotttt outside 
4, giggle wow yeah that s awesome and that shizz happens patrick is orgasmic yeah i said that andyhurleyday
0,cannot believe that two thugs would beat my friend to a pulp after breaking into his new house to steal a bloody ipod 
0,just checked our big sticky rat traps for a mouse baby prairie dog and we got nothing fb
4,lovely morning chilling in bed with the papers and listening to prince heading down to sounds from other city later sun is shining 
0,i think sum by the name of has been dodging me and this whole letting me get her old laptop situation sum tel her stop plz 
0,revisingg for exams 
0,is watching litre of tears saddd 
0, wordpress 
0, can i pay you to make a drawing for my yr old daughter been trying to win on her but no luck 
0,ugh grumpy today think allergies are buggin me 
0,is it rely mothers day lol i swear that was in like march or is it just american mothers day so confused s
0, would be good but tis a along way from here starbucks don t offer anything similar 
4, your so darn pretty your tweets are always sweet you just need a knight 
4, i thought you were going to bed 
4, thanks and don t worry i m sure you ll be back in the game in no time 
0, noooo dont be jezza kyle be beatbutcha i like beatbutcha 
4,we re on twitter 
4, maybe only you have shit taste in movies just saying molly 
4, i miss you so much i graduated the other day ima bring you something awesome during warped tour 
0,not going to see hm movie today because my bff can t go 
4, nahh yous amazing thanks for letting us be in the clip im not home yet on train just passed awaba half hour til newy 
0, awww and you are most certainly a bamf you re the new chuck norris that s how ba you are
0,oh you are so right i am fantastic when it comes to other people lmao hey u didn t spank me thursday 
0, i feel your pain i also am stuck in an office with no windows at that crappy
4, wow that s kinda cool hehe really forward thinking from a technological pov i mean if it works for news networks 
0,in the car shawster the monster scuba steve tylerrrr anden woo grady grady grady i hope everythings alright
4, nascar and asians no offense bro but that just doesn t sound right 
0,i wish i had time to be bored 
4, no the minions assistants would have resume s and i d want them to have the best title for their resume 
4, thanks for the update we think about them a lot because it is such a wonderful story 
4,its chilly yet i still want a popsicle glutton for punishment but its soo worth it yumm gonna watch el cantante again 
4, haha i hate it when i have nutin to tweet about to 
0, not really 
4, happy birthday have a great day and thank you for following 
4,used car search man do cars depreciate surprisingly fast help acura tsx good deal k nav system and all 
0, hope you are feeling better i know eeeevil migraines only too well 
0,watching the hills finale i m gonna misss you lc 
4, sounds like a wonderful time 
0,tiiireddd wants sumer to arrive faster more days 
4,gives some training and attacks the contracts i will complete you rawr 
4, next time leave from jfk n stop at bonfire 
0,searching for an apt domain name is painful 
0, it gets really old man 
0,i hate the fact that school is on a hill why didn t i get the bus 
4, wae lei is coming over tonight and we are gonna do research 
4,on the bright side i did get an a on my art history final 
4, congrats to you too buddy and better luck next time 
4, i have some gifts to u and the guys if u come too next sunday in recife northwest of brazil xx i m sorry if i bother u
4,r b mushroom definitely require a little mental room truer words are seldom spoken 
0,i wish i could see transformers in theaters but i think i might have to resort to watching it on dvd 
4,bbq tonight with the family 
0, why 
4, have a straight trip cutester 
0, missing the read meet the team join the team 
0, all ages anke 
0,gaagh maid didn t pitch today grumbles changes own linen least i get to devour cool snacks i got her every cloud and things 
4,birthday is tomorrow 
4, dont beleive u sounds painful lol i would guess it to b good for men though to help prevent cancer ny plans for nite 
0, damn you for posting that i sooooo wanna go but can t i thought you liked me why punish me so p
4,hyperventalated in graphics when i saw where following me best band ever so oh my god oh my god its amazin
0,yay for diaper dolphins class taylor actually had a great time today my camara batteries died so no pics tho 
4, but a very hot fool 
4, hey nothing wrong with that 
0, i hope the weeks will completly heal it i know it will be hard on him to sit out for week 
4, oh shit thanks for reminding me of the storm game 
4, dude i reckon you are the only one watching eurovision hehehe good on you for keeping it on the air 
4,watching supernatural 
4,reading a fanfic 
0,ahhh i got attacked bt an army of ants ow dats what i get for walkin barefoot outside 
4, well done now go to bed 
0,i m thoughtful today and a little bit sad staying in front of the computer i ve made a choice at work that realize isn t good to me 
4, this link 
0, not a bad thing mitchypoo its betta than step forward steps back right luv ya even though u must not like me 
0,alarm clock am jesse not found 
4, i love the show 
0,my biology test is a bad history 
4, i do but it s only accessible by casting directors agents with breakdown accounts noreevictoria com is in the works 
0, what do you do at lincoln i still have seen the new campus i wanna go to homecoming again this year 
4, woah thats full on yeah twitter from your mobile keep us up to date 
4, how utterly inspiring high high fives 
4,my birthday was good a little uneventful but good thanks everybody 
0,got back from camp today 
4, it s funny i actually was in a great mood the entire time while this was happening i just think i was too tired to be mad 
0,learned the whole day maths i hate this shit 
4,changed my mind im not in a water mood now gatorade on the other hand is a different story 
4,super sleepy and in spanish worst way to start your day oo that rhymes my quotes should be on milk cartons gosh i m amazing 
0,damn twit game sucked yesterday maybe cuz of the bday thanks for the love u too plz ask her what i did 
0,miss the old days like crazy 
4,hey i m sooo hiper today and don t know why 
4, heeeeee just about to wash it let s hope the colour doesn t drain out it shouldn t supposed to be fade resistant 
0,happy mothers day and what not going to see star trek this afternoon im in a weird mood though 
4, lol yep the good old days they where 
4, one of my three besties down here in argentina we had a sleepover 
0, yeah i get that at fred s too man i wish i woulda known or i would ve went after work i m in jammies now 
0,i want to see in wales no dates announced yet 
0,r i p gary pappa you will be missed 
4,oh im so back busted pc just got fixed weehoo 
4, your tweet was just included in the longest poem in the world 
4, bit ly is nice i m a fan of the sidebar makes tweeting links a lot easier than tinyurl was 
0, you got me hooked on breakingbad please say it s still saved on your tv i missed it 
0,welcome home a vietnam vet just walk on up put out your hand to shake and say welcome home they never got that honorvets
4,babysittttingggg alll day long then hopefully getting jb album 
4, there is thin line between monopoly and business strategy i feel intel is the victim here 
4, i did i left it at the hospital i was writing while gram slept it s at her house now i just have to go pick it up 
0,i have a low grade fever tonight 
4,shweeeeeet im going to cancun bitches lol
4, get followers a day using once you add everyone you are on the train or pay vip 
0,some women see babies everywhere and become sad if they are childless i see dogs everywhere and cry cause i don t have one 
0, come visit me i miss you too much and we need adventures 
4, hey mama yeahhh it is 
0,i emailed myself and my message went straight to my junk box 
4,poll if you have won one of my previous giveaways could you win again majority wins please answer thanks me 
0,need to read another chapter and a half then take my online final but don t want to 
0, shout out please i freaking love lovestruck and you 
0,ummm updates in seconds hax r nofollow 
0,sad stories but i didn t cry 
0,is it nap time yet 
0, i love you i m sorry let me know if i can help your day any i d love to 
0, put a picture of you with danny s brother the monkey i was searching but because of dougie and his flu im sick now 
4, i think it has to do more with waking up feeling so bad 
0,i just hope he s not one of those lots that only cares about numbers of followers that s lame 
4,updating blue today finally right 
4,hm i need to refresh and improve my english spring is here and soon summer i really love this time of the year 
4,ok i m off to bed night tweets poof 
4, new titles added daily good prices check em out folks thanks 
0,trying to study soo much to do 
0, bummer dude i m wayyyy sad i missed out on the concert in foco i passed by earlier today and wanted to stop 
0,wireless isn t working in the hotel room brought the laptop to the lobby and still issues
4,good vibrations the beach boys i m pickin up good vibrations she s givin me excitations she s somehow closer now softly smile 
0,exactly days ago life was bliss nothing good lasts forever i miss feeling safe 
0,ssoo i almost just died doin my damn lashes 
4,talking to marianne jeremy and niki aka cb jesuit and st francis haha hard to believe i talk to all these private school kids 
0,i wouldgo and sit in the sun but i have some urgent mails to send from my laptop so need to hang around for it to stop 
0,can t sleep going to clean the bathroom i m such a mess 
4,internets down at work good fucking times shorts on too pls don t come back online for a while please
4,seriously in love with my jesus loving fiancee right now 
0,i miss home already 
0, realised my previous tweet was unclear he was flying in on 
0,dying from ear pain need advice about what to do about ears and air planes before i leave on vacation nervous
4,the women from romania are so pretty they look like fairies in those outfits 
4, lol freudian slip i meant famished but i would take ravished 
0, omg cantaloupe is my favorite essie color mine has gotten all thick and yucky 
4,i am back had a wonderful but exhausting weekend 
0,now im sad but im not giving in first i didnt do nothing 
4,and the curse it wasn t a curse though coz it made me closer to him and him god loves me 
4,teeeheeee mini magnums are yummy th update and im back from brbing planned birthday officially 
0,in the car pouting cause i still dont have my phone 
0, hey chantelle you mind saying hey to me i miss the last tweet you did to me some days ago 
0,up early but no coffee 
0,is back from rizqun 
4,ted you re starring at my boobs to my defense they re starring at me 
4,playing left dead in the dark
4, you are a great actor and vw told me so years ago 
4, y did u get offended i wasnt saying it like that homie lol its all good i appreciate it 
4,my eyes have decided to be light blue today 
4,is this true fellas lol if so call me thanks
0, mcdonalds haha fun first job i m guessing haha typical first job mcdonalds haha i m kidding i need to get a job 
4, you should be a pro at that maybe u can teach me how to type senseless chat 
0,alright i woo sah for a minute no more twitter beefin i think i need a drink and sum xxx damn im a virgin still lol
4,spy hazing chuckmemondays chuck
4,bmanley yay congrats mister hacker man 
0,i think i have a cold 
4,hurray summer time starts today meaning i only have to work until pm instead of until august yay 
4,awake and studying ict learning how to put pictures in word can be very fun sometimes 
0,i very much dislike all day storms because of them i could slepp all day 
4, amazing run of dates the last two weeks words don t even do justice angels around you your friendly compassion usa rep
4,haha gosh i m having such a lovely time vacations are great 
0, sorry to hear that 
0,so my friends r trying to get me to go back out to this party ignore the phone watch some shawshank redemption anyway i m dead tired 
0,maybe i should start an earphone fund and ask people to donate good cause na hmm boohoo 
0, yeah but the girl who played her isn t even in it it s some other actress playing an older version of her 
4,just arrived at the subiaco oval for freemantle v richmond hope it s a good game 
0,havn t watched this video for ages i m in tears 
4, thanks you too you re fun 
0, aww we just saw some jack ass drop his dog s leash on washington so he could eat something he was holding poor thing almos 
0,someone nicked one of my books from the degree show who would do such a thing 
4, thanks i m trying you too 
0, i m sort of the opposite i really miss obsidian 
0, thats terrible i noticed they ve also cut their business hours which is super inconvenient 
4, hello there how s vegas 
4, of course you guys have my vote 
4,thanks guys have a good weekend from 
0,no cure sucks for me 
4, it s perfectly fine as long as you don t stalk me 
4,ok now im going to bed lol school to mar o highschool is so dramatic but u have to just smile tell people to fall back if need be 
0,apologies again for changing my name back to what it was originally i missed it 
0, what a mean hubby is i got ice cream last night from my hubby he needs to follow suit it ll make you happy lol
4, that s awesome probably mit 
4,i m hangin with a bff riles half day of school today kaylee s leaving kandy shocker ttyl ppl 
0, wow if only i had the money x
4,misquoting ahead man warren ellis is a god yeah dude warren ellis is a role model name that misquoted film 
4,loves the peace and quiet moments 
4,finished with my classes time to start my summer project hint it involves a wordpress install and what i ve been tweeting about lately 
0,think i need a vacation from vacation can t get motivated and dh is picking up dinner laundry is done though
4,clicking that link just made me write i love cupcakes best s and then i remembered my birthday mmmmm they were good 
4, you re welcome love the spiderman thing 
4, hello to you too i mean tweet tweet or wtv 
0, shots three moles removed steroid shots on face antibiotics two weeks mole on face outpatient surgery wks from now fb
0,i aint alive im just breathing to death 
4, hang on i ll have a look was looking at it last night 
0, monday mornings 
0,mortgage papers are wrong rbs fail 
4, im on twitta x
4,i m loving battlestar galactica 
0,don t know if i can make it til friday 
4, give it time you ll see it gets more and more 
0,oh my gosh this person s delusions are so annoying 
0,having motivation trouble on a friday with wife absent two extra days 
4,i just relized that green day has a very cute lead singer i need to get the poster from under my bed and put it up again 
4, gimme a shout if it gets really desperate and you can jump on ours 
0,fuck its fuckin borin ass fuck now 
0,tired worried and missing my baby 
0,yays to federer didnt get to watch the match 
0, chef adam is being mean i can t get there until well after six 
0, i will be homee sat but i think i am leaving again monday ahhhhhhh that sucks
0,jealous that i am inside at work instead of outside in england at glasto 
0,hossak teacher passed away from a heart attack today 
4,only two hours until this disc will be in my hands agh 
4, i have to admit my first reaction was omg your neighbors have sheep glad the little one is ok though 
4, yes the kitten is awake again 
0,apparently im stubborn 
4, they re doing it again awesome 
0,no on flight wifi like 
4, hey pink how are you hope ur havin an awsome day 
0, errrrggghhh are you serious a hot mess lol i must go xd
0, this is very true i might have to be a third wheel that night with you and your sister none of my friends want to go 
4, hey hey thx for ff sehn uns bald 
0,there are some really scary noises coming from outside 
0, i know missed it now n 
4, touch my hand by david archuleta and paranoid by jonas brothers please 
0, yes she did blehhh 
0,is going to chars graduation is missin her soo bad 
4,leaving for breakfast happy tracks get better fast dad you have an appointment in the cab of a steam engine 
4,finally a superb spring weekend enjoying my trip to washington dc 
0, tubings so much damn me for not have cash monies 
0,misplaced my iphone in a renegade taxi cab at least i got to enjoy for a couple of hours if you need to get in touch email me 
0, it s not visibly selectable which is a major usability either way can t wait for typekit 
0, heyya how are you i had to walk home in the pouring rain today not good its gone nice now tho weird weather s lol x
4, loved those books did you read the host amazing storyteller 
0,morning tweeps it s rainy always on my day off rest n movies day wanted get out
0, lmao thasfodamnsho i forgot how funny you were you re more interesting to follow than she never updates 
0,i have nothing to do today so bored 
0,this day has been god awful freaking chores all day was supposed to get together with my friend but soooo many chores that i couldn t 
4,good morning hope your monday is off to a good start mine will be after a steaming cup o joe 
4, ohh parisss lucky duck well i hope you have fun 
0, i hate it cause im not used to it at all 
4,eating pichi pichi from amber 
4, i was surprised didn t co host the hhrs with you friday i guess is too cheap for that 
4, hello welcome to washington state 
4, thanks for the shout out i saw you guys in your concert in argentina in may it was amazing you re awesome i love you guys
0,break s over back to work till ish my tooth hurts so bad i was supposed to go to the dentist today until i found out i had to work 
0,aaargh its raining again watching cruel intentions its nothing special xoxo
0, min cardio i prolly burned if the calories i consumed today 
4, i totally agree with you google well my dad s asking me to sleep early and early for me is like 
0,eugh on a virgin train into picadilly a faint wiff of feces in this carriage 
4,long drive to and fro aimless walking photos and more photos good food had a good day afterall 
0,have to call a silly lady and short some sh t out can t believe how she has handled this thing 
0,is soooooo cold so very very cold 
0,just remembered i have band in the morning that means i gotta get up at its sooo hard especially when its freezing 
4, hell yeah i have to speak it at school and at my house gets sickening ha i hope sooo fingers crossed 
0,emergency call looks like a visit to office is coming up on a sunday evening 
4,and now im eating it 
4,fun night with ana and claudia nightttt 
4,good morning 
0, aww i suck but i want one now 
4,done done done with junior year and i think i pulled off the trig exam with a b weird the only thing i missed was what we just did 
0,having a really bad and depressing day 
4,matt got gator season tickets for our anniversary yay now thats a paper gift 
0,feeling lonely and alone 
4,loving my ice 
0, the acid levels in my stomach which was making me sick so im medicated for tht nd cnt drink for weeks xxxx
4,laying in bed cant go to sleep now i know how amor feels with the exception of a broken foot stuck in lala will land 
0,gynae is just fine but neurology kills it makes me really nervous 
4, kelaperan i should cook something that raised my appetite 
4,wouh my vacation was so tiring but still i enjoyed hanging out with my cousin 
0,wishing i had someone to get me off twitta and beg me to come to bed nope i dont have anyone 
4, wife was sitting right here but she just didn t stop me finally the xbox seized up and told me to get off 
0,the gals are out having fun tonite while i m stuck at home not feeling well 
4, woh nothing judgmental here just a pure guess retrieved from 
0,woke up this morning w a killer headache and pretty much wasted my morning i hate the heat i feel like it s squishing my head 
4,boxseats at the dodger game with dani lundie rel and sage 
4,doing some exiting research for my business plan 
0, will try not too p but with being a saturday and hardly any staff its going to be a nightmare i can sense it 
0,driving to great america to puck up my brother and his friends gahhh gonna have to settle with listening to the game in the car 
0,i believe in you shinay 
4, you re a sexy victim 
4,mars is comming believe it
0,italy stole the world cup from australias hands in not this time tho 
4,tonight the girls and me r going out for greek food yummy 
0,watching gilmore girls reruns don t know what else to do for the day 
4, what u smoking on this morning hun 
0,spilled my bag of cherrios in my purse 
0, we re only shipping within the us 
0,cant stand studying geography 
4, oooh it s working thanks so much 
4,listening to the full jonas brohters new cd on radio disney planet premiere and the jonas brothers are the host awesome i m so excited
4, there is gates theres a side gate so they cud have gone there who nos until she cums home hehe x
0,only has nights left in lincoln 
4,get people engaged make sure that you talk to people this is how you connect and grow imagine all that you can learn from others 
0, and shes in michigin sadfacee 
4, ooo not crying is good have you started your last one yet what time they due tomorrow morn 
0,at my last brunch of the year 
0,pacsun til close missing westfest tonight wish i was back in michigan
0, we ate all shrooms i ate fairly good this wk so one day of asshole eating won t kill me we should go back and get moar 
0,packing for allen for the week 
4, night lady cass sweet dreams 
0, so sorry baby girl 
4, i don t know why i can t dm from my phone this suck 
0,work is busy sad sad night rip grandpa smith 
4,someone is a little twi gger happy tonight 
0, i have never tried bamboo inners hmmm i always wonder but i just got a huge order of microfleece suede clothdiapers
0,wtf brian gotta be work i jus wanna lay in bed hold hands wit my babe 
0,feel ill and got a childcare exam today 
4, haha yepperz follow my new twitter it s just 
4,im up it s a cold morning im gonna eat my breakfast ok lets see whats on the table 
4, thank you so much susanne 
4, nice in a troubling way he looks like a mutated crow mixed with bruce dern 
0,i don t know what to do i love him 
0, i hate the tremors stupid meds 
0,im going to sleep now gotta wake up at good night
4, haha sounds like you had a good night i love miss snafu a lil bit next week is club pynk 
4,gr thing about itunes songs haven t heard in while time won t let me hank panky crystal blue persuasion cabo wabo
0,bored to death in health class wish lounsbury was here 
4,cant wait to watch the mtv movie awards i am sure it will be great happy dance 
0,ahhh lazy sunday oh wait scratch that dear wifey has other ideas involving actual work 
